usage_id,user_id,api_id,usage_date,total_requests,successful_requests,failed_requests,success_rate,error_rate
848,2954,86,2026-01-10,2148,2077,71,96.69459962756052,3.3054003724394785
849,4746,52,2026-01-17,4107,3967,140,96.59118578037497,3.40881421962503
850,2697,168,2026-02-04,41,31,10,75.60975609756098,24.390243902439025
851,2325,156,2026-02-02,2944,2802,142,95.17663043478261,4.823369565217392
852,2855,199,2026-04-13,1253,1208,45,96.40861931364725,3.5913806863527533
853,2135,227,2026-03-22,2034,1956,78,96.16519174041298,3.8348082595870205
854,3058,140,2026-01-14,2424,2346,78,96.78217821782178,3.217821782178218
856,122,69,2026-02-07,1410,1381,29,97.94326241134752,2.056737588652482
858,1946,87,2026-01-31,404,392,12,97.02970297029702,2.9702970297029703
859,1021,208,2026-02-20,4306,4148,158,96.33070134695774,3.669298653042267
860,738,91,2026-03-09,375,370,5,98.66666666666667,1.3333333333333335
861,3971,7,2026-03-15,2255,2236,19,99.15742793791574,0.8425720620842573
862,2239,84,2026-03-26,839,752,87,89.63051251489868,10.369487485101311
863,965,223,2026-04-07,1035,993,42,95.94202898550725,4.057971014492753
864,1819,244,2026-02-19,587,574,13,97.78534923339012,2.2146507666098807
865,4309,13,2026-02-03,4152,3999,153,96.3150289017341,3.6849710982658963
866,525,178,2026-03-11,521,515,6,98.84836852207293,1.1516314779270633
867,3911,127,2026-02-28,3575,3492,83,97.67832167832168,2.3216783216783217
868,98,106,2026-01-22,1864,1862,2,99.89270386266095,0.1072961373390558
869,3996,240,2026-02-09,1529,1506,23,98.49574885546109,1.5042511445389144
870,4523,149,2026-03-05,1413,1401,12,99.15074309978769,0.8492569002123143
871,877,17,2026-02-07,1759,1679,80,95.4519613416714,4.548038658328596
872,1382,137,2026-03-13,1526,1478,48,96.85452162516383,3.1454783748361725
873,1341,242,2026-02-24,1794,1763,31,98.27201783723523,1.7279821627647716
874,1026,208,2026-02-06,4947,4805,142,97.12957347887608,2.8704265211239135
875,862,123,2026-01-16,4771,4703,68,98.57472228044435,1.4252777195556487
876,4983,152,2026-02-17,3985,3882,103,97.41530740276035,2.5846925972396484
877,3201,86,2026-04-21,455,147,308,32.30769230769231,67.6923076923077
878,3919,106,2026-02-03,0,0,0,0.0,0.0
880,3891,52,2026-04-29,1223,1194,29,97.62878168438267,2.3712183156173343
881,2299,207,2026-02-22,964,932,32,96.6804979253112,3.319502074688797
882,743,41,2026-02-16,2367,2273,94,96.02872834811998,3.9712716518800173
883,4855,237,2026-04-03,2906,2844,62,97.86648313833449,2.1335168616655196
884,4872,143,2026-02-15,56,54,2,96.42857142857143,3.571428571428571
885,4885,171,2026-04-11,4399,4282,117,97.34030461468515,2.659695385314844
886,2589,17,2026-03-01,1410,1385,25,98.22695035460993,1.773049645390071
887,3124,247,2026-01-03,4761,4544,217,95.44213400546103,4.557865994538962
888,3854,242,2026-01-17,334,116,218,34.73053892215569,65.26946107784431
889,2764,67,2026-03-20,1190,1171,19,98.40336134453781,1.5966386554621848
890,4927,232,2026-04-15,1583,1572,11,99.30511686670877,0.6948831332912192
891,2770,24,2026-03-02,1238,969,269,78.27140549273021,21.72859450726979
892,1935,31,2026-01-07,4504,4415,89,98.02397868561279,1.9760213143872114
893,779,41,2026-04-20,999,615,384,61.56156156156156,38.43843843843844
894,586,174,2026-01-08,17090742,16644202,446540,97.38724041355256,2.612759586447446
895,3466,17,2026-04-16,557,498,59,89.40754039497307,10.59245960502693
896,4599,96,2026-02-24,1061,1056,5,99.52874646559849,0.47125353440150797
897,245,55,2026-02-04,10,10,0,100.0,0.0
898,9794,9592,2026-01-20,9,0,9,0.0,100.0
899,1594,232,2026-02-05,964,924,40,95.850622406639,4.149377593360995
900,1625,152,2026-01-11,4288,4253,35,99.18376865671642,0.816231343283582
901,382,30,2026-03-10,2063,1980,83,95.97673291323315,4.023267086766844
902,639,226,2026-04-25,3472,3468,4,99.88479262672811,0.1152073732718894
903,3383,237,2026-03-20,8,0,8,0.0,100.0
904,9613,9423,2026-01-26,0,0,0,0.0,0.0
905,4163,248,2026-01-13,369,356,13,96.4769647696477,3.523035230352303
906,1543,70,2026-03-04,4735,4555,180,96.19852164730729,3.8014783526927136
907,4622,145,2026-02-25,4444,4252,192,95.67956795679568,4.32043204320432
908,2558,210,2026-03-05,8070099,7675686,394413,95.11266218667205,4.887337813327941
909,4810,101,2026-02-05,0,0,0,0.0,0.0
910,1601,114,2026-01-12,1870,1811,59,96.84491978609626,3.155080213903743
911,2989,235,2026-01-04,1463,1399,64,95.62542720437457,4.3745727956254274
912,4921,119,2026-01-04,3997,3882,115,97.1228421315987,2.877157868401301
913,4287,31,2026-01-28,3423,3376,47,98.62693543675138,1.3730645632486125
914,2350,13,2026-04-24,7308250,7083157,225093,96.9200150514829,3.079984948517087
915,2224,160,2026-03-09,2174,2143,31,98.57405703771849,1.4259429622815087
916,394,241,2026-02-19,19,0,19,0.0,100.0
917,1006,82,2026-02-04,115,97,18,84.34782608695653,15.65217391304348
918,2841,65,2026-04-13,188,185,3,98.40425531914893,1.5957446808510638
919,2038,168,2026-03-03,487,481,6,98.76796714579056,1.2320328542094456
920,619,39,2026-05-01,3645,3633,12,99.67078189300412,0.3292181069958848
921,2230,178,2026-01-26,2439,2342,97,96.02296022960229,3.9770397703977043
922,4391,97,2026-03-28,3249,3127,122,96.24499846106495,3.755001538935057
923,9738,9641,2026-04-18,9,0,9,0.0,100.0
924,3670,20,2026-01-16,4530,4459,71,98.4326710816777,1.5673289183222958
925,860,176,2026-03-07,32,32,0,100.0,0.0
926,3223,180,2026-01-29,2961,2864,97,96.72407970280311,3.275920297196893
927,178,173,2026-02-01,635,630,5,99.21259842519686,0.7874015748031495
928,1793,8,2026-04-21,35,21,14,60.0,40.0
929,2132,122,2026-04-03,3566,3561,5,99.8597868760516,0.14021312394840157
930,2670,1,2026-04-19,3925,3734,191,95.13375796178345,4.86624203821656
931,3001,81,2026-02-15,2819,2814,5,99.8226321390564,0.17736786094359702
932,884,230,2026-04-14,4222,4204,18,99.57366177167219,0.4263382283278067
933,3748,65,2026-02-27,3364,3363,1,99.97027348394768,0.029726516052318665
934,711,144,2026-01-23,1516,1228,288,81.00263852242745,18.997361477572557
935,404,32,2026-02-17,3521,3470,51,98.55154785572282,1.4484521442771938
936,3255,158,2026-01-01,321,269,52,83.8006230529595,16.1993769470405
938,3705,12,2026-02-11,765,757,8,98.95424836601308,1.045751633986928
939,4051,102,2026-01-07,3330,3212,118,96.45645645645645,3.543543543543543
940,3280,187,2026-03-18,2942,2824,118,95.98912304554725,4.010876954452753
942,519,47,2026-03-28,0,0,0,0.0,0.0
943,4072,68,2026-04-09,18895715,18553824,341891,98.1906426933302,1.8093573066697926
944,4151,15,2026-03-02,384,369,15,96.09375,3.90625
945,2426,29,2026-01-10,434,131,303,30.184331797235025,69.81566820276498
946,3269,52,2026-01-14,300,286,14,95.33333333333334,4.666666666666667
947,2665,51,2026-03-24,383,371,12,96.8668407310705,3.1331592689295036
948,556,232,2026-02-22,16948830,16696717,252113,98.51250499297002,1.487495007029984
949,614,41,2026-03-02,2917,2775,142,95.1319849160096,4.868015083990401
950,9644,9484,2026-04-20,0,0,0,0.0,0.0
951,3523,223,2026-03-29,3274,3200,74,97.7397678680513,2.2602321319486864
952,2368,234,2026-04-07,3324,3216,108,96.75090252707581,3.2490974729241873
953,4680,236,2026-04-01,3848,3667,181,95.2962577962578,4.703742203742204
954,4623,200,2026-03-11,1467,1426,41,97.20518064076347,2.7948193592365373
955,1670,20,2026-01-12,3560,3534,26,99.26966292134831,0.7303370786516854
956,564,58,2026-02-13,1018,679,339,66.69941060903733,33.30058939096267
957,3789,90,2026-02-20,1788,1718,70,96.08501118568232,3.9149888143176734
958,1356,61,2026-04-30,1891,1843,48,97.46166049709149,2.538339502908514
959,4559,96,2026-02-21,16,0,16,0.0,100.0
960,1889,199,2026-03-17,19991959,19770142,221817,98.89046891302648,1.1095310869735178
961,3438,2,2026-02-24,1428,1053,375,73.73949579831933,26.260504201680675
962,4490,225,2026-02-04,0,0,0,0.0,0.0
963,1476,215,2026-04-06,1546,1173,373,75.8732212160414,24.126778783958603
964,3100,93,2026-04-09,1969,1874,95,95.17521584560691,4.824784154393093
966,2291,54,2026-02-20,3037,3005,32,98.94632861376358,1.0536713862364175
967,2923,173,2026-03-17,10,0,10,0.0,100.0
968,3145,83,2026-03-16,1252,1244,8,99.36102236421725,0.6389776357827476
969,3626,75,2026-02-19,3932,3818,114,97.10071210579858,2.899287894201424
970,4140,186,2026-04-30,0,0,0,0.0,0.0
971,4676,168,2026-04-30,3921,3731,190,95.1542973731191,4.845702626880898
972,2365,137,2026-02-10,3025,3010,15,99.50413223140497,0.49586776859504134
973,2429,114,2026-03-11,4694,4521,173,96.31444397102685,3.6855560289731573
974,3615,81,2026-04-26,3158,3060,98,96.89677010766307,3.103229892336922
975,4762,152,2026-02-08,944,919,25,97.35169491525424,2.6483050847457625
976,2244,193,2026-03-04,4377,4288,89,97.96664381996801,2.0333561800319853
977,1465,112,2026-02-04,2857,2733,124,95.65978298914945,4.340217010850543
978,71,165,2026-02-26,23816424,23435698,380726,98.40141408298744,1.5985859170125623
979,1044,237,2026-01-04,117,112,5,95.72649572649573,4.273504273504273
980,1168,156,2026-01-28,4625,4586,39,99.15675675675676,0.8432432432432432
981,1620,11,2026-02-14,4794,4661,133,97.22569879015435,2.7743012098456403
982,1430,220,2026-04-09,517,512,5,99.03288201160542,0.9671179883945842
983,4444,101,2026-02-01,559,417,142,74.59749552772809,25.402504472271914
984,940,167,2026-04-30,2023,1974,49,97.57785467128028,2.422145328719723
985,2041,35,2026-01-03,1235,1229,6,99.51417004048582,0.4858299595141701
986,4797,81,2026-02-13,557,252,305,45.24236983842011,54.7576301615799
987,2985,51,2026-03-20,4391,4372,19,99.56729674333864,0.43270325666135273
988,3473,129,2026-02-04,20,0,20,0.0,100.0
989,4772,185,2026-04-30,488,475,13,97.3360655737705,2.663934426229508
990,752,64,2026-03-11,0,0,0,0.0,0.0
991,328,13,2026-04-23,564,485,79,85.99290780141844,14.00709219858156
994,2586,180,2026-02-25,500,407,93,81.39999999999999,18.6
995,1131,174,2026-02-17,965,596,369,61.76165803108808,38.23834196891192
996,4065,240,2026-04-13,815,799,16,98.03680981595092,1.96319018404908
997,386,176,2026-02-09,4438,4217,221,95.02027940513746,4.979720594862551
998,1049,36,2026-03-31,8513576,8349311,164265,98.070552256772,1.9294477432279924
999,9966,9260,2026-04-30,68,68,0,100.0,0.0
1000,3885,175,2026-02-04,2976,2945,31,98.95833333333334,1.0416666666666665
1001,3997,154,2026-02-22,656,654,2,99.6951219512195,0.3048780487804878
1002,2182,158,2026-04-20,0,0,0,0.0,0.0
1003,2387,84,2026-01-07,21807959,21682244,125715,99.42353615026514,0.5764638497348605
1004,2186,133,2026-04-03,4307,4250,57,98.67657302066404,1.3234269793359648
1005,1236,35,2026-04-09,3187,3184,3,99.90586758707248,0.09413241292751805
1006,1383,141,2026-01-09,4346,4343,3,99.93097100782329,0.06902899217671422
1007,4723,193,2026-01-12,314,308,6,98.08917197452229,1.910828025477707
1008,2880,250,2026-03-18,500,476,24,95.19999999999999,4.8
1009,4171,158,2026-03-20,14266897,14139370,127527,99.10613359022639,0.893866409773618
1010,1584,156,2026-01-11,2614,2610,4,99.84697781178271,0.1530221882172915
1011,4613,17,2026-01-27,390,75,315,19.230769230769234,80.76923076923077
1012,2597,181,2026-02-16,2958,2873,85,97.12643678160919,2.8735632183908044
1013,2568,178,2026-01-15,0,0,0,0.0,0.0
1014,4798,235,2026-03-28,1937,1933,4,99.79349509550852,0.20650490449148168
1015,3271,98,2026-04-22,509,501,8,98.42829076620825,1.5717092337917484
1016,3085,213,2026-02-04,57,57,0,100.0,0.0
1017,1630,215,2026-01-30,3763,3748,15,99.60138187616263,0.3986181238373638
1019,3858,206,2026-04-06,1119,682,437,60.94727435210009,39.05272564789991
1020,4782,229,2026-03-06,6162310,5811301,351009,94.3039379713127,5.696062028687295
1021,1457,59,2026-04-03,3535,3429,106,97.001414427157,2.9985855728429986
1022,3198,5,2026-02-18,1591,1520,71,95.53739786297926,4.462602137020742
1023,97,228,2026-01-27,4839,4818,21,99.5660260384377,0.4339739615623063
1024,1997,149,2026-03-07,270,263,7,97.4074074074074,2.5925925925925926
1025,3110,131,2026-02-08,0,0,0,0.0,0.0
1026,2699,207,2026-02-18,8944905,8523237,421668,95.28594210894357,4.714057891056417
1027,377,250,2026-02-03,295,160,135,54.23728813559322,45.76271186440678
1028,616,103,2026-02-06,3647,3468,179,95.09185632026323,4.90814367973677
1029,1598,23,2026-01-14,3083,3043,40,98.70256243918261,1.2974375608173856
1030,918,184,2026-02-07,1081,1038,43,96.02220166512488,3.9777983348751156
1031,3583,17,2026-03-29,4005,3994,11,99.72534332084894,0.2746566791510612
1032,2830,243,2026-02-15,3173,3103,70,97.79388591238576,2.2061140876142455
1033,2740,87,2026-03-29,2780,2765,15,99.46043165467626,0.539568345323741
1034,3880,28,2026-02-20,1364,1302,62,95.45454545454545,4.545454545454546
1035,257,96,2026-04-23,241,234,7,97.0954356846473,2.904564315352697
1036,3390,108,2026-01-10,4032,3847,185,95.41170634920636,4.58829365079365
1037,2041,10,2026-03-20,3549,3383,166,95.32262609185686,4.677373908143139
1038,9128,9435,2026-01-01,43,43,0,100.0,0.0
1039,3341,11,2026-01-19,2370,2272,98,95.8649789029536,4.135021097046414
1040,4299,231,2026-02-13,1131,1097,34,96.99381078691424,3.0061892130857646
1041,2876,80,2026-03-15,4555,4395,160,96.4873765093304,3.512623490669594
1042,4915,206,2026-01-26,4765,4696,69,98.55194123819517,1.4480587618048268
1043,4777,44,2026-01-17,3107,2976,131,95.78371419375603,4.216285806243966
1044,3302,148,2026-03-10,2998,2898,100,96.66444296197466,3.3355570380253505
1045,2945,224,2026-01-06,437,416,21,95.19450800915332,4.805491990846682
1046,359,96,2026-04-01,1174,896,278,76.32027257240205,23.679727427597953
1047,4749,198,2026-02-04,68,68,0,100.0,0.0
1048,1904,200,2026-04-25,4364,4157,207,95.25664527956003,4.743354720439964
1049,4016,174,2026-04-26,385,354,31,91.94805194805194,8.051948051948052
1050,4386,125,2026-01-11,4448,4331,117,97.36960431654677,2.630395683453237
1051,1708,236,2026-02-18,1649,1627,22,98.66585809581565,1.334141904184354
1052,1099,96,2026-02-01,3239,3197,42,98.70330348873108,1.2966965112689102
1053,3626,161,2026-01-18,0,0,0,0.0,0.0
1054,4270,52,2026-03-15,23582466,23248001,334465,98.58172169102247,1.418278308977526
1055,795,102,2026-02-04,0,0,0,0.0,0.0
1056,4364,74,2026-01-06,4282,4150,132,96.91732835123774,3.0826716487622607
1057,4573,80,2026-02-24,1297,1263,34,97.37856592135698,2.621434078643022
1058,2309,68,2026-01-05,1307,1249,58,95.56235654169855,4.437643458301454
1059,2027,80,2026-03-12,4974,4729,245,95.07438681141937,4.92561318858062
1060,1244,201,2026-03-20,942,940,2,99.78768577494692,0.21231422505307856
1061,283,79,2026-04-13,3084,2967,117,96.20622568093385,3.7937743190661477
1062,852,202,2026-04-02,1683,1615,68,95.95959595959596,4.040404040404041
1063,1725,16,2026-02-02,4037,3949,88,97.82016348773843,2.17983651226158
1064,3637,121,2026-02-22,865,461,404,53.294797687861276,46.705202312138724
1065,3470,1,2026-04-30,3846,3801,45,98.82995319812792,1.1700468018720749
1066,2660,222,2026-01-06,1,0,1,0.0,100.0
1067,118,207,2026-05-01,3293,3247,46,98.60309747950198,1.396902520498026
1068,586,237,2026-02-13,799,501,298,62.703379224030044,37.29662077596996
1069,2160,41,2026-04-17,1618,1615,3,99.81458590852905,0.1854140914709518
1070,2039,223,2026-03-03,2694,2575,119,95.58277654046027,4.417223459539718
1071,3875,130,2026-04-12,1152,1149,3,99.73958333333334,0.26041666666666663
1072,4407,21,2026-03-09,3091,3072,19,99.3853121967001,0.6146878032999029
1073,1154,186,2026-01-22,4261,4056,205,95.18892278807792,4.8110772119220835
1074,4211,10,2026-04-08,4820,4676,144,97.01244813278008,2.987551867219917
1075,182,105,2026-03-19,4403,4258,145,96.70679082443789,3.2932091755621165
1076,592,57,2026-01-07,2684,2629,55,97.95081967213115,2.0491803278688523
1077,3246,194,2026-04-03,3330,3188,142,95.73573573573574,4.2642642642642645
1078,4101,31,2026-04-22,2502,2457,45,98.20143884892086,1.7985611510791366
1079,4752,131,2026-02-28,17760256,17538209,222047,98.74975338193323,1.2502466180667666
1080,1508,148,2026-04-29,2353,2299,54,97.70505737356567,2.2949426264343393
1081,4430,130,2026-02-15,1711,1689,22,98.71420222092344,1.2857977790765636
1082,4126,121,2026-03-04,2593,2556,37,98.5730813729271,1.4269186270728884
1083,1812,140,2026-04-17,3113,3046,67,97.8477353035657,2.1522646964343077
1084,2206,56,2026-01-28,1945,1861,84,95.68123393316196,4.318766066838046
1085,3962,126,2026-04-28,9150946,8835814,315132,96.5562904643957,3.4437095356042975
1086,3639,9,2026-01-13,1780,1729,51,97.13483146067415,2.8651685393258424
1087,9218,9517,2026-03-30,26,26,0,100.0,0.0
1088,3541,69,2026-03-24,3048,2990,58,98.0971128608924,1.9028871391076114
1089,4946,91,2026-03-26,1344,1306,38,97.17261904761905,2.8273809523809526
1090,4258,248,2026-04-14,4792,4571,221,95.3881469115192,4.611853088480801
1091,2029,231,2026-03-15,4487,4324,163,96.36728326275909,3.632716737240918
1092,3494,55,2026-02-26,0,0,0,0.0,0.0
1094,334,28,2026-04-10,3496,3431,65,98.14073226544623,1.8592677345537756
1095,4765,189,2026-04-16,2957,2858,99,96.65201217450118,3.3479878254988167
1096,1118,170,2026-01-14,4518,4448,70,98.4506418769367,1.5493581230633025
1097,2592,161,2026-02-22,725,704,21,97.10344827586206,2.896551724137931
1098,4182,171,2026-03-12,4504,4416,88,98.04618117229128,1.9538188277087036
1099,3762,27,2026-03-11,4688,4609,79,98.31484641638225,1.6851535836177476
1100,414,12,2026-01-21,824,824,0,100.0,0.0
1101,862,154,2026-02-07,489,93,396,19.018404907975462,80.98159509202453
1102,1661,245,2026-03-05,4651,4457,194,95.82885400989034,4.171145990109654
1103,4644,38,2026-01-17,3040,2940,100,96.71052631578947,3.289473684210526
1104,1687,102,2026-02-09,3062,3057,5,99.83670803396473,0.16329196603527107
1105,264,225,2026-01-14,4751,4560,191,95.97979372763629,4.020206272363713
1106,1471,240,2026-04-11,4974,4746,228,95.41616405307599,4.583835946924005
1107,2814,219,2026-10-02,20,0,20,0.0,100.0
1108,1026,176,2026-04-12,2401,2323,78,96.75135360266556,3.248646397334444
1109,1268,147,2026-04-30,3711,3624,87,97.65561843168958,2.3443815683104283
1110,1826,235,2026-03-19,3656,3622,34,99.07002188183807,0.9299781181619257
1111,2576,135,2026-01-07,3665,3503,162,95.57980900409277,4.42019099590723
1112,3748,182,2026-03-07,3397,3353,44,98.70473947600824,1.2952605239917574
1113,788,14,2026-04-18,745,414,331,55.57046979865772,44.42953020134228
1114,2286,206,2026-04-30,4992,4903,89,98.21714743589743,1.782852564102564
1115,1289,173,2026-01-19,2814,2746,68,97.58351101634683,2.4164889836531627
1116,3296,168,2026-03-12,1220,1205,15,98.77049180327869,1.2295081967213115
1117,1335,22,2026-04-16,328,63,265,19.20731707317073,80.79268292682927
1118,272,233,2026-03-12,4208,4154,54,98.71673003802282,1.2832699619771863
1119,3705,91,2026-04-05,740,513,227,69.32432432432432,30.675675675675674
1120,1948,242,2026-03-03,3249,3198,51,98.4302862419206,1.569713758079409
1121,4447,230,2026-04-02,3296,3148,148,95.50970873786407,4.490291262135923
1123,9614,9577,2026-01-31,82,67,15,81.70731707317073,18.29268292682927
1124,2140,91,2026-01-25,4078,4035,43,98.9455615497793,1.0544384502206965
1125,2097,170,2026-03-15,62,61,1,98.38709677419355,1.6129032258064515
1126,2821,191,2026-01-01,2377,2352,25,98.94825410180901,1.051745898190997
1127,3593,235,2026-03-14,961,948,13,98.64724245577523,1.352757544224766
1128,3393,240,2026-02-06,2295,2237,58,97.4727668845316,2.52723311546841
1129,4705,175,2026-01-20,1768,1740,28,98.41628959276018,1.583710407239819
1130,4732,93,2026-01-07,823,817,6,99.27095990279466,0.7290400972053462
1131,3180,133,2026-04-24,3504,3427,77,97.80251141552512,2.1974885844748857
1133,1015,196,2026-04-13,446,101,345,22.6457399103139,77.3542600896861
1134,1787,79,2026-03-13,19596472,19139995,456477,97.67061642524226,2.3293835747577423
1136,4332,239,2026-04-10,3348,3239,109,96.74432497013143,3.255675029868578
1137,2849,75,2026-01-27,1660,1640,20,98.79518072289156,1.2048192771084338
1138,3371,23,2026-04-22,4892,4748,144,97.05641864268193,2.9435813573180702
1139,3476,247,2026-02-25,2346,2276,70,97.01619778346121,2.9838022165387894
1140,9822,9694,2026-01-27,35,35,0,100.0,0.0
1141,3739,239,2026-02-25,1422,1392,30,97.8902953586498,2.109704641350211
1142,1287,19,2026-02-28,1460,1434,26,98.21917808219179,1.7808219178082192
1143,3458,11,2026-02-07,4861,4705,156,96.79078378934376,3.209216210656243
1144,885,191,2026-03-27,1207,1163,44,96.3545981772991,3.645401822700911
1145,2061,108,2026-03-05,484,478,6,98.7603305785124,1.2396694214876034
1146,692,207,2026-01-07,3445,3276,169,95.09433962264151,4.905660377358491
1147,847,175,2026-03-27,754,501,253,66.44562334217507,33.55437665782494
1148,1693,16,2026-02-04,0,0,0,0.0,0.0
1149,2800,92,2026-04-03,1724,1301,423,75.46403712296984,24.535962877030162
1150,4689,200,2026-04-04,1085,1077,8,99.2626728110599,0.7373271889400922
1151,1910,226,2026-04-13,570,514,56,90.17543859649123,9.824561403508772
1152,3353,87,2026-05-01,2040,2015,25,98.77450980392157,1.2254901960784315
1153,883,163,2026-04-18,349,336,13,96.27507163323781,3.7249283667621778
1154,392,203,2026-03-16,0,0,0,0.0,0.0
1155,3039,162,2026-03-17,1029,996,33,96.7930029154519,3.206997084548105
1156,4139,57,2026-04-06,2647,2525,122,95.39100868908199,4.60899131091802
1157,1539,108,2026-01-13,3364,3357,7,99.79191438763377,0.2080856123662307
1158,808,158,2026-04-03,2615,2496,119,95.44933078393882,4.550669216061185
1159,1754,55,2026-01-05,2398,2282,116,95.16263552960801,4.837364470391994
1160,2540,123,2026-04-13,675,667,8,98.81481481481481,1.1851851851851851
1161,4559,90,2026-03-02,248,243,5,97.98387096774194,2.0161290322580645
1162,4139,40,2026-03-08,2851,2772,79,97.22904244124868,2.770957558751315
1164,3015,40,2026-02-04,3708,3631,77,97.92340884573895,2.0765911542610573
1166,3304,248,2026-03-18,845,812,33,96.09467455621302,3.9053254437869818
1167,4072,84,2026-01-20,3284,3126,158,95.18879415347138,4.811205846528624
1169,4367,22,2026-04-24,1008,816,192,80.95238095238095,19.047619047619047
1170,126,59,2026-04-22,2729,2689,40,98.53426163429828,1.4657383657017222
1172,3121,14,2026-03-26,4622,4622,0,100.0,0.0
1173,4624,192,2026-01-14,2093,2031,62,97.03774486383182,2.9622551361681797
1174,4326,44,2026-02-28,687,351,336,51.09170305676856,48.90829694323144
1175,2169,243,2026-03-20,789,768,21,97.33840304182509,2.6615969581749046
1176,2410,100,2026-01-26,4530,4520,10,99.77924944812362,0.22075055187637968
1177,3651,216,2026-04-13,712,416,296,58.42696629213483,41.57303370786517
1178,675,1,2026-01-16,915,910,5,99.4535519125683,0.546448087431694
1180,1297,60,2026-02-04,32,12,20,37.5,62.5
1181,2777,160,2026-01-27,4521,4458,63,98.60650298606502,1.39349701393497
1182,755,209,2026-03-23,3250,3121,129,96.03076923076924,3.9692307692307693
1184,3684,174,2026-01-17,3909,3905,4,99.89767203888462,0.10232796111537479
1185,2534,84,2026-04-01,1679,1648,31,98.15366289458011,1.846337105419893
1186,1972,161,2026-03-09,1331,1271,60,95.49211119459054,4.507888805409467
1187,3040,152,2026-01-30,171,77,94,45.02923976608187,54.97076023391813
1188,160,232,2026-04-04,3762,3641,121,96.78362573099415,3.216374269005848
1189,1018,198,2026-04-08,972,669,303,68.82716049382715,31.17283950617284
1190,3748,11,2026-02-15,3039,2939,100,96.70944389601843,3.2905561039815727
1191,1057,90,2026-01-15,1553,1537,16,98.96973599484869,1.03026400515132
1192,4525,93,2026-03-21,805,381,424,47.329192546583855,52.670807453416145
1193,3735,177,2026-01-01,2590,2478,112,95.67567567567568,4.324324324324325
1194,1017,3,2026-03-01,4188,4027,161,96.1556829035339,3.844317096466093
1195,3384,13,2026-04-28,0,0,0,0.0,0.0
1196,2924,31,2026-01-21,4020,3980,40,99.00497512437812,0.9950248756218906
1197,3843,143,2026-03-14,507,494,13,97.43589743589743,2.564102564102564
1198,1911,111,2026-03-13,4858,4680,178,96.33594071634417,3.6640592836558254
1199,1182,57,2026-01-07,3721,3670,51,98.6294006987369,1.3705993012631015
1200,1529,240,2026-02-20,1151,733,418,63.68375325803649,36.31624674196351
1201,863,25,2026-01-15,65,63,2,96.92307692307692,3.076923076923077
1202,4725,100,2026-04-03,2136,2064,72,96.62921348314607,3.3707865168539324
1203,4475,138,2026-03-09,3924,3904,20,99.49031600407747,0.509683995922528
1204,628,66,2026-04-13,1284,1242,42,96.72897196261682,3.2710280373831773
1205,560,60,2026-02-19,2472,2380,92,96.27831715210357,3.7216828478964405
1206,4030,3,2026-04-20,251,247,4,98.40637450199203,1.593625498007968
1207,644,35,2026-03-05,4565,4400,165,96.3855421686747,3.614457831325301
1208,3662,223,2026-03-20,4497,4362,135,96.99799866577719,3.0020013342228156
1209,3956,109,2026-03-06,1194,1160,34,97.15242881072027,2.8475711892797317
1210,215,241,2026-01-05,2557,2552,5,99.80445834962846,0.19554165037152915
1211,603,172,2026-04-03,0,0,0,0.0,0.0
1212,1474,82,2026-03-05,578,109,469,18.858131487889274,81.14186851211073
1213,4302,237,2026-02-26,0,0,0,0.0,0.0
1214,1877,134,2026-02-11,4423,4314,109,97.53560931494461,2.4643906850553923
1215,3361,149,2026-04-10,114,75,39,65.78947368421053,34.21052631578947
1216,3627,132,2026-02-04,0,0,0,0.0,0.0
1217,3554,211,2026-02-02,1131,1115,16,98.58532272325375,1.414677276746242
1218,2039,11,2026-03-13,4297,4138,159,96.29974400744705,3.700255992552944
1219,2687,247,2026-04-04,3765,3592,173,95.40504648074369,4.5949535192563085
1220,3239,223,2026-01-17,2562,2517,45,98.24355971896955,1.756440281030445
1221,776,30,2026-04-03,4786,4773,13,99.72837442540744,0.27162557459256165
1223,123,192,2026-04-21,20839948,20378341,461607,97.78498967463834,2.215010325361656
1225,745,187,2026-03-23,865,854,11,98.72832369942196,1.2716763005780347
1226,1341,36,2026-02-04,508,486,22,95.66929133858267,4.330708661417323
1227,1022,59,2026-02-22,3565,3459,106,97.02664796633941,2.973352033660589
1228,1561,168,2026-03-15,217,217,0,100.0,0.0
1229,3666,57,2026-02-01,626,610,16,97.44408945686901,2.5559105431309903
1230,2523,239,2026-03-23,2377,2375,2,99.91586032814472,0.08413967185527976
1231,2438,5,2026-03-25,0,0,0,0.0,0.0
1232,182,66,2026-02-04,13,0,13,0.0,100.0
1233,449,67,2026-04-06,4612,4600,12,99.7398091934085,0.26019080659150046
1234,1619,71,2026-04-21,4606,4407,199,95.67954841511073,4.320451584889275
1235,698,33,2026-04-28,2874,2797,77,97.32080723729993,2.6791927627000693
1236,2950,56,2026-02-03,1439,1412,27,98.12369701181376,1.8763029881862403
1238,4416,16,2026-04-07,2827,2819,8,99.71701450300672,0.2829854969932791
1239,1496,141,2026-04-07,0,0,0,0.0,0.0
1240,557,59,2026-03-15,237,227,10,95.78059071729957,4.219409282700422
1241,4344,234,2026-01-19,4722,4508,214,95.46802202456585,4.531977975434138
1242,3316,23,2026-01-31,299,224,75,74.91638795986621,25.08361204013378
